Metabolite	A01_NonContext	A02_NonContext	B01_NonContext	B02_NonContext	C01_NonContext	C02_NonContext	D01_NonContext	D02_NonContext	E01_NonContext	E02_NonContext	F01_NonContext	F02_NonContext	G01_NonContext	H01_NonContext	H25361_NonContext	H25362_NonContext	H25363_NonContext	H25364_NonContext	H25365_NonContext	A01_Context	A02_Context	B01_Context	B02_Context	C01_Context	C02_Context	D01_Context	D02_Context	E01_Context	E02_Context	F01_Context	F02_Context	G01_Context	H01_Context	H25361_Context	H25362_Context	H25363_Context	H25364_Context	H25365_Context
Anaeroglobus_geminatus_F0357_adocbl[c]	0	0.005598852	0.011690366	0	0	0	0	0.022274202	0	0.01681358	0	0	1.927595821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92758735	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_adp[c]	0	0.929534959	-0.477354836	0	0	0	0	-0.909389037	0	3.352516749	0	0	858.0526048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357.2902082	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_adphep_DD[c]	0	0.001116805	0.002331881	0	0	0	0	0.004443043	0	0.00335381	0	0	0.384498194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.384496504	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_adphep_LD[c]	0	0.001116805	0.002331881	0	0	0	0	0.004443043	0	0.00335381	0	0	0.384498194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.384496504	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_adprib[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_agdpcbi[c]	0	3.46E-05	7.22E-05	0	0	0	0	0.000137518	0	0.000103805	0	0	0.01190075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011900698	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_agm[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ahcys[c]	0	0.007059646	0.014740494	0	0	0	0	0.028085755	0	0.021200404	0	0	2.430524063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.430513381	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ahdt[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ai15tca1[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ai15tcaacgam[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ai17tca1[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ai17tcaacgam[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_aicar[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_aihpdcoa[c]	0	0.000950921	0.001985516	0	0	0	0	0.003783097	0	0.002855653	0	0	0.327386891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327385453	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_aipdcoa[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_air[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_akg[c]	0	-4.331400534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ala_D[c]	0	0.000418802	0.000874455	0	0	0	0	0.001666141	0	0.001257679	0	0	0.144186823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144186189	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ala_L[c]	0	0.008807693	0.018390404	0	0	0	0	0.0350401	0	0.026449859	0	0	3.032348828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.032335501	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ala_L[p]	0	0.005614645	0.011723341	0	0	0	0	0.022337032	0	0.016861007	0	0	1.933033117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.933024622	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ala_L[u]	0	0.005614645	0.011723341	0	0	0	0	0.022337032	0	0.016861007	0	0	1.933033117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.933024622	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_alaala[c]	0	0.000279201	0.00058297	0	0	0	0	0.001110761	0	0.000838453	0	0	0.096124549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096124126	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_alaasp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_alagln[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_alaglu[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_alagly[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_alahis[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_alaleu[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_alathr[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_amet[c]	0	0.012658497	0.02643086	0	0	0	0	0.050359956	0	0.038013983	0	0	4.358119885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.358100731	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ametam[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_amp[c]	0	0.28157836	0.046508436	0	0	0	0	0.088339668	0	0.066890406	0	0	7.644860941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.668628738	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_anth[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_anzp[c]	0	0	0	0	0	0	0	0	0	0	0	0	1.14E-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_anzp[p]	0	4.465254685	-3.286140476	0	0	0	0	17.76435403	0	-13.40934164	0	0	-1537.316357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1537.309601	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_anzp[u]	0	4.465254685	-3.286140476	0	0	0	0	17.76435403	0	-13.40934164	0	0	-1537.316357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1537.309601	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_apoACP[c]	0	0.005598852	0.011690366	0	0	0	0	0.022274202	0	0.01681358	0	0	1.927595821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92758735	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_apoC_Lys_btn[c]	0	0	0	0	0	0	0	0	0	0	0	0	4.698084906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.698064259	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_appl[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_applp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ara5p[c]	0	0.001396654	0.002916203	0	0	0	0	0.005556379	0	0.004194207	0	0	0.480845653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48084354	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_arab_L[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_arbt[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_arbt[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_arbt6p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_arg_L[c]	0	0.006958541	0.014529388	0	0	0	0	0.027683525	0	0.020896783	0	0	2.395715378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.395704849	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_arg_L[p]	0	0.002753946	0.005750221	0	0	0	0	0.010956165	0	0.008270211	0	0	0.948139863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.948135696	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_arg_L[u]	0	0.002753946	0.005750221	0	0	0	0	0.010956165	0	0.008270211	0	0	0.948139863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.948135696	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_argsuc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_asn_L[c]	0	0.008944407	0.018675864	0	0	0	0	0.035584	0	0.02686042	0	0	3.079417611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.079404077	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_asn_L[p]	0	0.004483785	0.009362115	0	0	0	0	0.017838076	0	0.01346499	0	0	1.54369622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.543689435	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_asn_L[u]	0	0.004483785	0.009362115	0	0	0	0	0.017838076	0	0.01346499	0	0	1.54369622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.543689435	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_asp_L[c]	0	0.006702515	0.013994807	0	0	0	0	0.026664962	0	0.020127925	0	0	2.307569501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30755936	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_aspsa[c]	0	0	0	0	0	0	0	0	0	0	0	0	1.14E-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_atp[c]	0	1.069509707	-0.455801146	0	0	0	0	-0.868459299	0	3.38351618	0	0	861.5946393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360.8441279	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_b2coa[c]	0	2.588670662	0	0	0	0	0	0	0	0	0	0	1.14E-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_bhb[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_bhb[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_bhb[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_biomass[c]	0	124.3166808	157.0773966	0	0	0	0	206.2640673	0	136.3481949	0	0	24.12585377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.12574774	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_btal[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_btcoa[c]	0	2.588670662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_btn[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_btn[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_btn[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_btn_co2[c]	0	0	0	0	0	0	0	0	0	0	0	0	4.698084906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.698064259	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_btoh[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_but[c]	0	-4.00E-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_but[p]	0	-2.588670662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_but[u]	0	-2.588670662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_butACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_bz[c]	0	0	0	0	0	0	0	16.02270881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_bz[p]	0	0	0	0	0	0	0	3.91E-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_bz[u]	0	0	0	0	0	0	0	-16.02270881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_bzam[c]	0	0	0	0	0	0	0	16.02270881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_bzam[p]	0	0	0	0	0	0	0	16.02270881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_bzam[u]	0	0	0	0	0	0	0	16.02270881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_C02147[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ca2[c]	0	0.005598852	0.011690366	0	0	0	0	0.022274202	0	0.01681358	0	0	1.927595821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92758735	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ca2[p]	0	3.46E-05	7.22E-05	0	0	0	0	0.000137518	0	0.000103805	0	0	0.01190075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011900698	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ca2[u]	0	3.46E-05	7.22E-05	0	0	0	0	0.000137518	0	0.000103805	0	0	0.01190075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011900698	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_camp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cbasp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cbi[c]	0	0.005598852	0.011690366	0	0	0	0	0.022274202	0	0.01681358	0	0	1.927595821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92758735	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cbp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cd2[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cd2[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cd2[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cdp[c]	0	0.00868501	0.018134243	0	0	0	0	0.03482706	0	0.026081438	0	0	3.013912561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.990097919	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cdpdaihpdecg[c]	0	0.00047546	0.000992758	0	0	0	0	0.001891548	0	0.001427827	0	0	0.163693446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163692726	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cdpdaipdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cdpdddecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cdpdhdec9eg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cdpdhdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cdpdihdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cdpdihpdecg[c]	0	0.00047546	0.000992758	0	0	0	0	0.001891548	0	0.001427827	0	0	0.163693446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163692726	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cdpdipdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cdpditdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cdpdodec11eg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cdpdodecg[c]	0	0.00047546	0.000992758	0	0	0	0	0.001891548	0	0.001427827	0	0	0.163693446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163692726	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cdpdtdec7eg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cdpdtdecg[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cdpglyc[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_CE5656[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cellb[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cgly[c]	0	0.000919173	0.001919227	0	0	0	0	0.003656792	0	0.002760313	0	0	0.316456572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316455181	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cgly[p]	0	0.000919173	0.001919227	0	0	0	0	0.003656792	0	0.002760313	0	0	0.316456572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316455181	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cgly[u]	0	0.000919173	0.001919227	0	0	0	0	0.003656792	0	0.002760313	0	0	0.316456572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316455181	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_chlphncl[c]	0	-4.465254685	9.323422463	0	0	0	0	9.371185269	0	-10.62034907	0	0	-1205.193042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1537.309601	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_chlphncl[p]	0	-4.465254685	9.323422463	0	0	0	0	9.371185269	0	-10.62034907	0	0	-1205.193042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1537.309601	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_chlphncl[u]	0	-4.465254685	9.323422463	0	0	0	0	9.371185269	0	-10.62034907	0	0	-1205.193042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1537.309601	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_chor[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cit[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_ckdo[c]	0	0.001396654	0.002916203	0	0	0	0	0.005556379	0	0.004194207	0	0	0.480845653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48084354	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cl[c]	0	0.005598852	0.011690366	0	0	0	0	0.022274202	0	0.01681358	0	0	1.927595821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92758735	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cl[p]	0	3.46E-05	7.22E-05	0	0	0	0	0.000137518	0	0.000103805	0	0	0.01190075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011900698	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_cl[u]	0	3.46E-05	7.22E-05	0	0	0	0	0.000137518	0	0.000103805	0	0	0.01190075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011900698	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_clpn180[c]	0	0.005641001	0.011778373	0	0	0	0	0.022441886	0	0.016940155	0	0	1.942107127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.942098591	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_clpnai17[c]	0	0.005641001	0.011778373	0	0	0	0	0.022441886	0	0.016940155	0	0	1.942107127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.942098591	0	0	0	0	0	0
Anaeroglobus_geminatus_F0357_clpni17[c]	0	0.005641001	0.011778373	0	0	0	0	0.022441886	0	0.016940155	0	0	1.942107127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.942098591	0	0	0	0	0	0
